PG.MolecularWeight,PG.NrOfStrippedSequencesIdentified (Experiment-wide),PG.ProteinAccessions,PG.Genes,PG.Organisms,PG.ProteinDescriptions,[1] 20251205_SR_saliva_set2_#1.raw.PG.NrOfStrippedSequencesIdentified,[2] 20251205_SR_saliva_set2_#2.raw.PG.NrOfStrippedSequencesIdentified,[3] 20251205_SR_saliva_set2_#3.raw.PG.NrOfStrippedSequencesIdentified,[4] 20251205_SR_saliva_set2_#4.raw.PG.NrOfStrippedSequencesIdentified,[5] 20251205_SR_saliva_set2_#5.raw.PG.NrOfStrippedSequencesIdentified,[6] 20251205_SR_saliva_set2_#6.raw.PG.NrOfStrippedSequencesIdentified,[7] 20251205_SR_saliva_set2_#7.raw.PG.NrOfStrippedSequencesIdentified,[8] 20251205_SR_saliva_set2_#8.raw.PG.NrOfStrippedSequencesIdentified,[9] 20251205_SR_saliva_set2_#9.raw.PG.NrOfStrippedSequencesIdentified,[10] 20251205_SR_saliva_set2_#10.raw.PG.NrOfStrippedSequencesIdentified,[11] 20251205_SR_saliva_set2_#11.raw.PG.NrOfStrippedSequencesIdentified,[12] 20251205_SR_saliva_set2_#12.raw.PG.NrOfStrippedSequencesIdentified,[13] 20251205_SR_saliva_set2_#13.raw.PG.NrOfStrippedSequencesIdentified,[1] 20251205_SR_saliva_set2_#1.raw.PG.Quantity,[2] 20251205_SR_saliva_set2_#2.raw.PG.Quantity,[3] 20251205_SR_saliva_set2_#3.raw.PG.Quantity,[4] 20251205_SR_saliva_set2_#4.raw.PG.Quantity,[5] 20251205_SR_saliva_set2_#5.raw.PG.Quantity,[6] 20251205_SR_saliva_set2_#6.raw.PG.Quantity,[7] 20251205_SR_saliva_set2_#7.raw.PG.Quantity,[8] 20251205_SR_saliva_set2_#8.raw.PG.Quantity,[9] 20251205_SR_saliva_set2_#9.raw.PG.Quantity,[10] 20251205_SR_saliva_set2_#10.raw.PG.Quantity,[11] 20251205_SR_saliva_set2_#11.raw.PG.Quantity,[12] 20251205_SR_saliva_set2_#12.raw.PG.Quantity,[13] 20251205_SR_saliva_set2_#13.raw.PG.Quantity,[1] 20251205_SR_saliva_set2_#1.raw.PG.IBAQ,[2] 20251205_SR_saliva_set2_#2.raw.PG.IBAQ,[3] 20251205_SR_saliva_set2_#3.raw.PG.IBAQ,[4] 20251205_SR_saliva_set2_#4.raw.PG.IBAQ,[5] 20251205_SR_saliva_set2_#5.raw.PG.IBAQ,[6] 20251205_SR_saliva_set2_#6.raw.PG.IBAQ,[7] 20251205_SR_saliva_set2_#7.raw.PG.IBAQ,[8] 20251205_SR_saliva_set2_#8.raw.PG.IBAQ,[9] 20251205_SR_saliva_set2_#9.raw.PG.IBAQ,[10] 20251205_SR_saliva_set2_#10.raw.PG.IBAQ,[11] 20251205_SR_saliva_set2_#11.raw.PG.IBAQ,[12] 20251205_SR_saliva_set2_#12.raw.PG.IBAQ,[13] 20251205_SR_saliva_set2_#13.raw.PG.IBAQ
12971.57,1,P01758,Igh-VJ558,Mus musculus,Ig heavy chain V region 108A,1,0,1,0,0,0,0,0,0,0,1,0,1,10096.11328,NaN,195686.3594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17139.5,NaN,9062.501953,4204.7,NaN,63059.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3344.8,NaN,1768.5
NaN,1,P01786,,Mus musculus,Ig heavy chain V region MOPC 47A,1,0,1,1,1,1,1,1,1,1,1,1,1,96404.07031,NaN,17977.89453,7804.143555,270602.375,10673.91699,62740.11328,47266.28125,62487.64844,13557.09668,79378.30469,29782.37305,53738.57422,24101,NaN,4494.5,1951,67650.602,2668.5,15685,11816.6,15621.9,3389.3,19844.6,7445.6,13434.6
12675.21;12671.22;12647.2;12675.21;12732.3;12810.33;12887.46,1,P01796;P01797;P01798;P01799;P01800;P01801;P01802,,Mus musculus,Ig heavy chain V-III region A4;Ig heavy chain V-III region U61;Ig heavy chain V-III region E109;Ig heavy chain V-III region ABE-47N;Ig heavy chain V-III region T957;Ig heavy chain V-III region J606;Ig heavy chain V-III region W3082,0,1,1,1,1,0,1,1,1,0,1,0,1,NaN,8926.06543,13383.62012,24097.45703,97460.32031,NaN,11542.32617,13433.46191,20289.67383,NaN,45341.79688,NaN,16856.10352,NaN,1873.7;1873.7;1873.7;1873.7;1873.7;1873.7;2248.4,2809.4;2809.4;2809.4;2809.4;2809.4;2809.4;3371.2,4804.8;4804.8;4804.8;4804.8;4804.8;4804.8;5765.8,19657.801;19657.801;19657.801;19657.801;19657.801;19657.801;23589.4,NaN,2422.8;2422.8;2422.8;2422.8;2422.8;2422.8;2907.4,2819.8;2819.8;2819.8;2819.8;2819.8;2819.8;3383.8,4259;4259;4259;4259;4259;4259;5110.8,NaN,11382.6;11382.6;11382.6;11382.6;11382.6;11382.6;13659.2,NaN,3815;3815;3815;3815;3815;3815;4578
12910.89;13245.96;13168.83,3,P01806;P01807;P01808,,Mus musculus,Ig heavy chain V region 441;Ig heavy chain V region X44;Ig heavy chain V region T601,1,0,1,2,3,1,2,2,2,1,3,2,2,24635.80469,NaN,11734.39941,71534.92969,267845.0625,17030.26953,54969.75391,64908.21875,41818.34766,23981.19531,109869.2656,23771.87695,65074.59766,1178.3;1515;1515,NaN,364.2;468.3;468.3,16312.1;20972.699;20972.699,73226.703;94148.602;94148.602,3903;5018.2;5018.2,12050.5;15493.5;15493.5,21049.4;27063.5;27063.5,3321.9;4271.1;4271.1,4729;6080.1;6080.1,32885.199;42281;42281,6677.3;8585.1;8585.1,18984.6;24408.801;24408.801
11934.07,5,P01837,Igkc,Mus musculus,Immunoglobulin kappa constant,5,5,5,4,5,3,3,3,5,3,5,5,5,293231.7188,91816.95313,259078.2813,140251.0938,290449.6563,88307.13281,61555.38281,35906.50391,332843.4063,53468.66797,259860.3438,79284.05469,115101.8047,227027.5,64972.898,171346.094,90072,196740.203,50883.301,34234.398,25518,213014,23847.6,170252.797,53126.602,80058.797
11574.83,2,P01843,,Mus musculus,Ig lambda-1 chain C region,1,1,1,2,2,0,1,1,0,1,1,1,1,5941.124023,58914.52344,48844.20703,45979.15234,148794.5313,NaN,6562.365723,18917.02539,NaN,8175.70752,41949.35938,8962.103516,19616.63672,1188.2,51587.602,49666.699,16036.1,82144,NaN,1312.5,3783.4,NaN,1635.1,40165.5,1792.4,3923.3
11254.55,2,P01844,Iglc2,Mus musculus,Ig lambda-2 chain C region,0,0,0,0,2,0,1,1,0,0,2,0,0,NaN,NaN,NaN,NaN,9717.880859,NaN,7799.304688,7194.984863,NaN,NaN,6703.275879,NaN,NaN,NaN,NaN,NaN,NaN,4877.9,NaN,1299.9,1199.2,NaN,NaN,2021.4,NaN,NaN
11370.64,1,P01845,Iglc3,Mus musculus,Ig lambda-3 chain C region,0,0,0,0,1,0,0,0,0,0,1,0,1,NaN,NaN,NaN,NaN,9742.34375,NaN,NaN,NaN,NaN,NaN,3580.608154,NaN,5425.827637,NaN,NaN,NaN,NaN,1623.7,NaN,NaN,NaN,NaN,NaN,596.8,NaN,904.3
36389.45;43949.13,2,P01863;P01865,Ighg;Ighg2a,Mus musculus,"Ig gamma-2A chain C region, A allele;Immunoglobulin heavy constant gamma 2A",0,0,0,0,2,0,0,0,0,0,2,0,2,NaN,NaN,NaN,NaN,284695.75,NaN,NaN,NaN,NaN,NaN,91180.21875,NaN,44532.50391,NaN,NaN,NaN,NaN,78293.797;55924.199,NaN,NaN,NaN,NaN,NaN,18236;13025.7,NaN,8266;5904.3
36595.9,5,P01864,,Mus musculus,Ig gamma-2A chain C region secreted form,1,1,1,2,5,1,2,1,1,2,4,2,2,68435.28125,39582.19531,34942.24219,159632.2813,1298895.125,92500.53906,139694.3906,67621.15625,75734.42969,136979.6719,381911.7813,117447.9531,329237.0313,17573.5,9365.9,7903.3,43701.102,342217.594,23274.1,34786.602,15378.1,17010.301,33950.699,105360.203,29654.5,82211.797
44259.42,5,P01867,Ighg2b,Mus musculus,Immunoglobulin heavy constant gamma 2B,3,1,3,3,5,2,3,3,2,2,5,3,5,47543.48438,41017.87109,13948.08105,89676.23438,656639.9375,65412.11328,131172.7031,37393.28516,38863.44141,32806.875,287468.6563,32598.69336,117018.8281,5732.2,2971.5,3445.8,14655.6,138471.094,9563.5,16314.8,5090.3,4418.7,4480.9,62750.801,6130.7,24215
35704.56;43386.5,5,P01868;P01869,Ighg1,Mus musculus,"Ig gamma-1 chain C region secreted form;Ig gamma-1 chain C region, membrane-bound form",4,3,3,4,5,4,4,3,0,3,4,3,4,26108.86133,18937.14648,24733.04688,49047.6875,541877.25,13248.5625,63699.38281,17419.18945,NaN,32718.89844,174137.9375,40216.24219,102766.5,7514.2;6261.9,5141.6;4284.7,3011.1;2509.2,12802;10668.3,124635.297;103862.797,2610.3;2175.2,16773.5;13977.9,6070.7;5058.9,NaN,6060.7;5050.5,39816.5;33180.398,8516.3;7096.9,26663.699;22219.801
49971.97,12,P01872,Ighm,Mus musculus,Immunoglobulin heavy constant mu,5,0,3,6,12,5,4,4,3,4,10,3,6,9878.204102,NaN,17494.21875,44660.99609,512830.875,24078.25,20811.10742,15743.19824,15948.7334,16225.7334,232980.1875,17357.67383,83522.45313,2298.3,NaN,2378.3,15396.9,208469.594,6742.4,4661.3,2904.4,2361.1,2708,84925.602,2152.8,28701.699
36875.86,14,P01878,,Mus musculus,Ig alpha chain C region,14,12,14,9,14,10,8,9,10,9,14,10,11,2859151.25,975939.875,3438142,1642351.5,1729122.75,1473803.75,247415.7813,635366.625,3760968.25,404846.7188,1562500.5,1069534.375,1074496.25,1039632.625,351021,1055702.75,391478.688,402938.188,280158.406,123618.5,190563.703,972054.5,117690,447777.594,310379.812,358508.188
13778.98,3,P01887,B2m,Mus musculus,Beta-2-microglobulin,3,3,3,3,3,3,3,3,3,3,3,3,3,3315200,4377762,10375909,1122685.375,5588584,5102762,2070942.625,7645714,2988577,1303430.875,3567387.25,3178970.5,3310069.5,1440738.5,2126777.5,4634887,664473.375,1959584.25,1934031.875,1068413.875,3536726.75,1417306.25,608809.688,1525797.875,1803799.125,1235304.25
40711.07,1,P01897,H2-L,Mus musculus,"H-2 class I histocompatibility antigen, L-D alpha chain",1,1,1,1,1,1,1,1,1,1,1,1,1,44884.47266,35977.53906,115848.9766,24978.77734,43477.12891,116071.7188,19355.70703,82727.82813,33137.75391,39615.16016,41321.69531,52625.08594,42945.23047,1951.5,1564.2,5036.9,1086,1890.3,5046.6,841.6,3596.9,1440.8,1722.4,1796.6,2288,1867.2
37250.98,11,P01898,H2-Q10,Mus musculus,"H-2 class I histocompatibility antigen, Q10 alpha chain",3,1,3,3,11,4,5,3,1,2,10,3,8,31756.49609,52269.03125,31723.61914,73061.15625,1526008.375,49624.45313,54861.98047,21534.10547,22627.15039,25199.76953,531485.25,29069.02734,207954.2031,5027,585.8,5549.4,12096.2,340684.188,10130,8347.6,3367.4,2481.2,2901.3,85119.602,4643,41279
40836.19,10,P01899,H2-D1,Mus musculus,"H-2 class I histocompatibility antigen, D-B alpha chain",8,9,10,7,9,10,9,8,7,7,10,9,9,189806.8281,228620.2188,438100.0625,154884.8281,960233.1875,335667.7188,122530.6016,452570.9063,171920.8281,115232.1328,383366.9063,258224.7344,317189.125,35271.801,45209.602,90941,32020.9,224512.203,66116.203,25408.699,87997.203,31929.301,21326.199,101110.703,48052.602,63259.301
41301.82,3,P01901,H2-K1,Mus musculus,"H-2 class I histocompatibility antigen, K-B alpha chain",1,0,3,0,1,3,0,3,2,1,2,2,1,11568.97266,NaN,18457,NaN,7418.512695,19806.56055,NaN,16272.01855,13692.7002,4056.780762,9136.295898,8208.898438,5853.60791,448.9,NaN,1971.8,NaN,332.9,2096.1,NaN,2652.7,1069.1,182.1,827.7,687.9,227.1
41489.95,1,P01902,H2-K1,Mus musculus,"H-2 class I histocompatibility antigen, K-D alpha chain",0,0,1,0,1,0,0,1,0,0,0,0,1,NaN,NaN,12596.99316,NaN,3777.980713,NaN,NaN,21585.41797,NaN,NaN,NaN,NaN,4671.152832,NaN,NaN,466.6,NaN,139.9,NaN,NaN,799.5,NaN,NaN,NaN,NaN,173
15085.17,17,P01942,Hba,Mus musculus,Hemoglobin subunit alpha,8,6,3,7,17,9,7,7,4,4,17,8,15,1832429.25,400228.625,41555.63281,722029.3125,376842080,3893378.75,4548474.5,438122.5313,167078.1875,96073.17969,157928528,2072368.625,81537904,805794.875,149406.594,3630.9,346044,226457360,1988384.75,1962052.25,196190.797,59613.5,26653.9,82594688,960249.812,49460328
15840.18,23,P02088,Hbb-b1,Mus musculus,Hemoglobin subunit beta-1,11,7,5,10,22,13,10,8,7,7,22,10,19,2197795.25,385755.5938,100379.5703,865951.4375,368946144,3873564.25,3400108.25,369091.4688,184872.3906,89534.85938,136500304,1840466.75,84125984,1209040.375,149955.406,41989.301,292573.812,154042112,1389311.625,1190036.25,133493.5,63338.5,24854.1,53389564,589948.125,27485622
15878.25,11,P02089,Hbb-b2,Mus musculus,Hemoglobin subunit beta-2,4,1,2,2,11,5,6,2,1,0,11,6,7,73668.86719,87232.40625,140181.3906,130340.1719,33766512,409167.1563,250510.25,28227.31641,15020.30176,NaN,12491587,160018.25,5312541,26136.199,756.9,1036.6,1531.6,21102496,131977.703,111957.203,10635.2,2733.3,NaN,5948282.5,52656.898,2360564.75
15314.9;15404.08;15388.02;15327.91,5,P02301;P68433;P84228;P84244,H3-5;H3c1;H3c2;H3-3a,Mus musculus,Histone H3.3C;Histone H3.1;Histone H3.2;Histone H3.3,5,5,5,4,5,5,5,5,5,5,5,5,5,867744.0625,1481181.25,1336049.625,1411955.25,765459.5625,2944983.5,1404014.875,1809902.125,2621196.5,1615820.625,814286.75,1638316.125,966427.9375,568253.125;568253.125;568253.125;568253.125,961078.375;961078.375;961078.375;961078.375,874992.312;874992.312;874992.312;874992.312,779582;779582;779582;779582,402677.094;402677.094;402677.094;402677.094,1500367.25;1500367.25;1500367.25;1500367.25,755890.625;755890.625;755890.625;755890.625,1163734.25;1163734.25;1163734.25;1163734.25,1417439.25;1417439.25;1417439.25;1417439.25,861281.188;861281.188;861281.188;861281.188,525646.625;525646.625;525646.625;525646.625,947392.312;947392.312;947392.312;947392.312,632321;632321;632321;632321
177298.49,11,P02468,Lamc1,Mus musculus,Laminin subunit gamma-1,11,10,11,10,10,10,7,11,9,10,11,10,11,74404.29688,91766.96094,65932.15625,65423.80078,48376.83594,51591.01172,46817.90234,80161.21875,94744.05469,43529.54688,46937.21875,56413.31641,44188.21484,4911.8,5538.3,4700.2,4257.9,3971.4,3157.1,3129.8,5590.1,6165.5,2964.3,2702.5,4138.4,3089
57769.84,32,P02535,Krt10,Mus musculus,"Keratin, type I cytoskeletal 10",32,25,29,23,29,29,26,25,24,26,29,26,27,10763110,3741545.25,5523431.5,1888933.25,3581303.5,5621165,3048955,3113056.75,3741522.5,5039341,5735233.5,4003600.5,4064466.25,2094569.75,679864.125,1130431.625,624485.625,547667.188,1126465.75,883623,635493.375,621008.188,921846.688,954861,736269.875,796734.875
14802.46,10,P02815,Mucl2,Mus musculus,Mucin-like protein 2,10,10,9,8,8,7,10,8,10,10,9,10,9,24342074,41559456,30777948,34144512,19765670,30771456,60843796,45287484,71514496,52140152,24300524,44077868,30288658,293805312,859506880,105805744,21971126,6065046,15324698,944656448,59765804,1125526016,46210496,125254464,49089428,104167120
16823.41,12,P02816,Pip,Mus musculus,Prolactin-inducible protein homolog,12,12,12,12,12,12,12,12,12,12,12,12,12,310910688,515023744,305097152,398852608,160502352,342968288,325968224,250582720,529603872,299683168,217682832,316956288,212684416,158706000,257739648,165945648,216051776,87065312,185572288,134190768,88868880,160893904,115724408,151019184,132582728,75851912
28056.79,2,P03953,Cfd,Mus musculus,Complement factor D,2,2,2,2,2,2,2,2,2,2,2,2,2,14752.26855,12994.83203,13418.93848,41042.42969,451674.5625,57088.85547,61818.19531,63203.43359,78768.9375,46075.30859,204878.375,47609.53906,92645.00781,2908.9,2910.3,2499.4,7825.3,55593.199,9514.8,15342.2,10789.2,11022.7,7107.3,34202.602,7548.3,16072.3
39991.64,26,P03958,Ada,Mus musculus,Adenosine deaminase,24,24,25,21,25,24,24,20,20,22,25,21,22,7257467.5,5703915,7151547,2253551.25,6575129.5,4729851,5211337,2799673.5,2425105.75,6461264,5167952.5,4497951,5196623.5,1463256.875,1109760.5,1356177.75,423739.094,1364694.25,1004895.312,1130305.5,572608.625,614819,1364674.5,1033729,912315.875,964503.875
12390.01,1,P03976,,Mus musculus,Ig kappa chain V-II region 17S29.1,1,0,1,1,1,1,1,0,1,1,1,1,1,13627.94141,NaN,35011.06641,6160.219238,54738.15234,7554.91748,4478.102051,NaN,26603.10156,6798.753906,18023.03711,12161.96094,10305.8916,2725.6,NaN,7002.2,1232,10947.6,1511,895.6,NaN,5320.6,1359.8,3604.6,2432.4,2061.2
43929.12,9,P03987,,Mus musculus,Ig gamma-3 chain C region,3,4,4,6,9,6,8,7,6,6,9,6,8,30359.54688,20292.68945,31691.86914,131849.9531,1111390.25,82927.4375,116464.0938,106684.3984,81095.80469,47430.82813,413616.1563,66158.64844,222133.1563,4399.4,4694.9,5179.5,36915.102,319260,21533.5,39131.801,32901.199,20473.199,13259.8,126238.297,20477.699,64439.5
28722.4,9,P04071,Klk1b16,Mus musculus,Kallikrein 1-related peptidase b16,8,8,9,9,9,8,8,9,8,8,9,9,9,8930525,31550420,26691118,97820792,12229175,1947981.875,6357804.5,31700264,15715768,2090612.875,27219572,12346571,17443050,2090208.5,8750435,6347170,23665046,3189152.5,467703.594,1590847.75,8884463,3806462.25,462712.688,7260920,3336731.5,3869547.75
65605.89,28,P04104,Krt1,Mus musculus,"Keratin, type II cytoskeletal 1",26,25,27,17,26,27,23,20,18,23,27,22,26,7535061,3400049.75,5314254,956399.0625,4279056.5,5950035.5,2581560,1810947.625,1710273.625,5544852.5,6538310,3619017.25,4083205.25,906792.188,475270.188,688096.312,805565.875,491613.188,744584.688,863921.188,412395.906,265765.688,718772.312,800743.375,621045.375,603444.375
14649.87,1,P04117,Fabp4,Mus musculus,"Fatty acid-binding protein, adipocyte",0,0,0,0,1,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,36901.87891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4100.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
85004.49,22,P04186,Cfb,Mus musculus,Complement factor B,9,8,8,13,22,7,16,9,7,8,18,11,18,61749.54297,61052.56641,48587.95313,96936.32031,1168615.375,71254.10938,145375.0156,79831.47656,66976.35156,60107.94141,394694.4688,72290.52344,237831.0938,10914.7,7150,10622.6,16526.6,184127.5,8311,20169,9924.6,8187.7,5741.3,53544,7307,34863.301
41646.29,1,P04223,H2-K1,Mus musculus,"H-2 class I histocompatibility antigen, K-K alpha chain",1,1,1,0,1,1,1,1,1,1,1,1,1,81629.79688,71983.42969,164067.8438,NaN,50987.28516,60331.01172,29373.46289,176667.1719,63295.53125,36989.20703,52681.47266,58409.5625,61538.48438,3710.4,3272,7457.6,NaN,2317.6,2742.3,1335.2,8030.3,2877.1,1681.3,2394.6,2655,2797.2
17069.67,10,P04247,Mb,Mus musculus,Myoglobin,0,0,1,0,10,0,1,1,1,1,8,0,6,NaN,NaN,5542.255371,NaN,67608.78906,NaN,8935.953125,12764.55957,14212.39258,9168.71875,22801.76563,NaN,11757.10156,NaN,NaN,629.7,NaN,94284,NaN,1015.3,1450.4,1614.9,1041.8,29740.5,NaN,9591.3
16384.01;16494.21,1,P04443;P04444,Hbb-bh0;Hbb-bh1,Mus musculus,Hemoglobin subunit beta-H0;Hemoglobin subunit beta-H1,0,0,0,0,1,0,0,0,0,0,1,0,1,NaN,NaN,NaN,NaN,410622.5625,NaN,NaN,NaN,NaN,NaN,121695.4375,NaN,89841.25,NaN,NaN,NaN,NaN,34218.5;34218.5,NaN,NaN,NaN,NaN,NaN,10141.3;10141.3,NaN,7486.8;7486.8
67581.46;82514.54;72917.3,1,P04627;P28028;Q99N57,Araf;Braf;Raf1,Mus musculus,Serine/threonine-protein kinase A-Raf;Serine/threonine-protein kinase B-raf;RAF proto-oncogene serine/threonine-protein kinase,1,1,0,1,1,1,1,1,1,1,0,0,0,1887.111572,4674.870117,NaN,4407.897461,19164.33203,5505.345703,7893.606934,11479.6416,3673.694336,8547.125,NaN,NaN,NaN,53.9;53.9;47.2,133.6;133.6;116.9,NaN,125.9;125.9;110.2,547.6;547.6;479.1,157.3;157.3;137.6,225.5;225.5;197.3,328;328;287,105;105;91.8,244.2;244.2;213.7,NaN,NaN,NaN
103135.52,21,P04919,Slc4a1,Mus musculus,Band 3 anion transport protein,3,0,0,0,21,2,0,1,0,0,21,2,15,21907.07031,NaN,NaN,NaN,803226.25,5981.240234,NaN,603.2418213,NaN,NaN,563961.3125,15945.4043,104131.9141,1564.8,NaN,NaN,NaN,171150,400.1,NaN,18.9,NaN,NaN,111795.102,433,20179.5
27977.41,1,P04925,Prnp,Mus musculus,Major prion protein,1,1,1,1,1,1,1,1,1,1,1,1,1,39504.10938,32281.08203,18074.23438,45800.52344,23833.36133,18669.01563,58105.38672,49569.19141,56653.8125,56736.39844,28945,48934.47266,20527.27148,2821.7,2305.8,1291,3271.5,1702.4,1333.5,4150.4,3540.7,4046.7,4052.6,2067.5,3495.3,1466.2
21464.65,3,P04939,Mup3,Mus musculus,Major urinary protein 3,3,3,3,3,3,3,3,3,3,3,3,3,3,218329.9531,191442.5938,221693.2031,241925.4844,169722.7969,110970.7656,121719.6094,54210.43359,25598.82422,59704.55469,123143.6484,69893.84375,64972.28516,49272.199,38227.199,44130.102,64002.801,42509.199,24621.301,42065.801,17548.9,12391.5,17953.6,49558.398,21383.801,20533
11560.99;NaN;NaN;NaN,1,P04940;P04941;P04943;P04944,,Mus musculus,Ig kappa chain V-VI region NQ2-17.4.1;Ig kappa chain V-VI region NQ2-48.2.2;Ig kappa chain V-VI region NQ6-8.3.1;Ig kappa chain V-VI region NQ5-78.2.6,1,0,0,0,1,0,1,1,0,0,1,0,1,2651.746094,NaN,NaN,NaN,73128.625,NaN,8938.833984,5270.083496,NaN,NaN,64393.58203,NaN,28182.57031,530.3;530.3;662.9;662.9,NaN,NaN,NaN,14625.7;14625.7;18282.199;18282.199,NaN,1787.8;1787.8;2234.7;2234.7,1054;1054;1317.5;1317.5,NaN,NaN,12878.7;12878.7;16098.4;16098.4,NaN,5636.5;5636.5;7045.6;7045.6
39394.88,3,P05063,Aldoc,Mus musculus,Fructose-bisphosphate aldolase C,0,0,0,1,3,1,1,1,0,1,2,1,1,NaN,NaN,NaN,4320.957031,92751.47656,3422.266846,941.3040161,3296.934082,NaN,2388.894287,24125.33984,2332.619141,6277.441406,NaN,NaN,NaN,180,8310.6,142.6,39.2,137.4,NaN,99.5,2204.3,97.2,261.6
39355.93,15,P05064,Aldoa,Mus musculus,Fructose-bisphosphate aldolase A,11,9,10,9,15,12,13,10,10,13,12,14,14,397042.9063,256657.0938,237451.625,302592.6563,1156708.375,323326.3438,397850.3438,337858.1563,348925.8438,334170.9063,497461.5313,310482.5625,364202.4375,79084,47207.602,51082.301,51564.602,234077.703,75030.297,73009,59118.398,58144.699,67317.797,100303.398,68136.102,76470.5
40570.61,3,P05132,Prkaca,Mus musculus,cAMP-dependent protein kinase catalytic subunit alpha,1,1,1,1,3,1,0,1,0,0,1,0,2,8111.340332,12315.23828,6455.166992,17528.2168,35698.10156,6192.222168,NaN,16346.20605,NaN,NaN,20466.25195,NaN,17299.25781,538.3,817.3,428.4,1163.3,4811.6,411,NaN,1084.8,NaN,NaN,1358.3,NaN,1618.9
46247.62,12,P05201,Got1,Mus musculus,"Aspartate aminotransferase, cytoplasmic",4,4,5,4,12,4,5,4,3,6,11,7,9,63482.58594,59578.63281,65597.24219,74838.72656,589069.875,63788.85156,55793.99219,54174.35156,48497.16406,49816.07031,213287.9219,50967.83984,95293.0625,6895.7,8112.7,9007.7,9726.8,90972.797,7765.2,8559.3,7195,6109.7,7961,33135.699,8894.1,17732.6
47411.37,5,P05202,Got2,Mus musculus,"Aspartate aminotransferase, mitochondrial",3,3,5,3,4,5,3,4,3,4,4,3,5,76638.38281,31471.48438,39200.12109,36529.79297,83230.20313,65843.41406,37627.24219,54548.875,37636.80859,61877.51563,49131.75,51164.14844,45908.86719,8539.1,3438.9,5577,3778.5,10281.3,8486.4,4231.9,6061.7,4108.5,7278.3,6296.4,5580.8,5807.1
28913.65,1,P05208,Cela2a,Mus musculus,Chymotrypsin-like elastase family member 2A,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,27831.13281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2319.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50151.63,18,P05213,Tuba1b,Mus musculus,Tubulin alpha-1B chain,12,12,12,12,18,13,12,13,11,14,17,15,16,498630.6563,306532.1875,352823.5,457331.6563,1963823.625,660680.5625,355316.8438,487572.625,424157.1875,530897.125,1140474.25,424663.375,608353.0625,108716.898,72506,74619.297,109271.797,578763.5,148466.797,66651.898,103229,75586.297,107079.5,278439,85751.898,132482
49959.54,1,P05214,Tuba3a,Mus musculus,Tubulin alpha-3 chain,1,0,0,1,1,1,0,1,0,1,1,1,1,17043.04102,NaN,NaN,4646.880859,216557.2656,18576.12695,NaN,13118.21484,NaN,6039.536621,128855.5313,8446.698242,41082.19141,1420.3,NaN,NaN,340.2,17169.6,1806.5,NaN,1168.7,NaN,442.1,10129.1,618.4,3115.1
59890.82;60674.82;60630.01,2,P05480;P39688;Q04736,Src;Fyn;Yes1,Mus musculus,Proto-oncogene tyrosine-protein kinase Src;Tyrosine-protein kinase Fyn;Tyrosine-protein kinase Yes,1,1,1,1,2,1,2,1,1,1,2,1,2,18027.4082,12320.84082,13963.33203,15382.66406,33147.49219,26820.74414,18037.00586,29127.07031,24706.85938,22872.02148,32986.53516,13351.83691,8309.548828,728.9;704.6;813,498.2;481.6;555.6,564.6;545.8;629.7,622;601.2;693.7,872.7;843.6;973.4,1084.4;1048.3;1209.6,1247.4;1205.8;1391.3,1177.7;1138.4;1313.6,999;965.7;1114.2,924.8;894;1031.5,929;898;1036.2,539.9;521.9;602.1,541.9;523.9;604.5
127480.82,12,P05555,Itgam,Mus musculus,Integrin alpha-M,9,7,10,9,5,12,8,7,8,9,9,9,9,47081.30859,62685.04688,85484.96094,50157.99609,14527.75098,136572.0469,83176.72656,79504.3125,85868.91406,56054.15625,42549.48438,101452.4844,66404.29688,4848.8,5326.4,8950,5569.7,1178.7,15473.8,6767.2,5754.9,6264.4,6130.6,3777.1,9690.5,6597.5
47538.1,11,P05784,Krt18,Mus musculus,"Keratin, type I cytoskeletal 18",0,3,7,8,11,2,3,6,1,1,11,1,10,NaN,39833.16016,56119.78125,75841.96875,229602.1719,27763.89453,9464.717773,86177.71875,76712.40625,41321.84375,141104.2031,34800.6875,84043.10938,NaN,5892.7,9845.7,10830,37454.398,3049.9,4730.1,7772.3,8236,4436.4,24304.301,3736.3,9154.2
20594.5,5,P05977,Myl1,Mus musculus,"Myosin light chain 1/3, skeletal muscle isoform",2,3,1,1,5,4,2,3,2,1,3,3,2,91209.09375,121372.75,100325.0938,97926.11719,99946.85938,54288.53906,85980.17969,119694.6484,122033.7813,49779.8125,95679.49219,95031.30469,89198.13281,23919.9,33690.699,22572.9,21654.4,23771.5,16394.4,20424,35159.5,28940.1,9621.3,22376.801,26405.4,20902.1
